cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,encoder,species,organ,target,seed,ratio,n_genes
erythroblast.,44,train_mean,0.3659184277057647,0.1858742386102676,conch,human,ovary,HOCD032,1,1.0,200
erythroid lineage cell.,28,image,0.3347990214824676,0.2333748191595077,conch,human,ovary,HOCD032,1,1.0,200
erythroid lineage cell.,28,train_mean,0.364983320236206,0.2366442531347274,conch,human,ovary,HOCD032,1,1.0,200
fibroblast of cardiac tissue.,247,image,0.656449556350708,0.0849297270178794,conch,human,ovary,HOCD032,1,1.0,200
fibroblast of cardiac tissue.,247,train_mean,0.2714767158031463,0.1975616812705993,conch,human,ovary,HOCD032,1,1.0,200
fibroblast.,1191,image,0.6321578621864319,0.0892778486013412,conch,human,ovary,HOCD032,1,1.0,200
fibroblast.,1191,train_mean,0.3572746813297272,0.1840583384037017,conch,human,ovary,HOCD032,1,1.0,200
goblet cell.,21,image,0.371423602104187,0.1413140743970871,conch,human,ovary,HOCD032,1,1.0,200
goblet cell.,21,train_mean,0.4262326061725616,0.1769988536834716,conch,human,ovary,HOCD032,1,1.0,200
innate lymphoid cell.,22,image,0.3188865482807159,0.1584960520267486,conch,human,ovary,HOCD032,1,1.0,200
innate lymphoid cell.,22,train_mean,0.3555837571620941,0.1919690519571304,conch,human,ovary,HOCD032,1,1.0,200
macrophage.,1405,image,0.3581558167934418,0.1207303032279014,conch,human,ovary,HOCD032,1,1.0,200
macrophage.,1405,train_mean,0.4383691251277923,0.1634275168180465,conch,human,ovary,HOCD032,1,1.0,200
malignant cell.,164,image,0.3888449370861053,0.1592554301023483,conch,human,ovary,HOCD032,1,1.0,200
malignant cell.,164,train_mean,0.4226678311824798,0.186354398727417,conch,human,ovary,HOCD032,1,1.0,200
microglial cell.,42,image,0.3215203285217285,0.1200472190976142,conch,human,ovary,HOCD032,1,1.0,200
microglial cell.,42,train_mean,0.3682229518890381,0.1840141266584396,conch,human,ovary,HOCD032,1,1.0,200
monocyte.,22,image,0.3305863440036773,0.1610143631696701,conch,human,ovary,HOCD032,1,1.0,200
monocyte.,22,train_mean,0.3719155788421631,0.1804544031620025,conch,human,ovary,HOCD032,1,1.0,200
myeloid cell.,204,image,0.3534809052944183,0.121056281030178,conch,human,ovary,HOCD032,1,1.0,200
myeloid cell.,204,train_mean,0.4446465075016022,0.1678237169981002,conch,human,ovary,HOCD032,1,1.0,200
native cell.,94,image,0.3117511570453644,0.1292888820171356,conch,human,ovary,HOCD032,1,1.0,200
native cell.,94,train_mean,0.3405690491199493,0.1878992170095443,conch,human,ovary,HOCD032,1,1.0,200
natural killer cell.,73,image,0.3054239749908447,0.1121814399957656,conch,human,ovary,HOCD032,1,1.0,200
natural killer cell.,73,train_mean,0.343805193901062,0.1858735829591751,conch,human,ovary,HOCD032,1,1.0,200
neutrophil.,32,image,0.2918663322925567,0.1465380191802978,conch,human,ovary,HOCD032,1,1.0,200
neutrophil.,32,train_mean,0.3909664154052734,0.1788403242826461,conch,human,ovary,HOCD032,1,1.0,200
pericyte.,20,image,0.6073330640792847,0.1021115854382515,conch,human,ovary,HOCD032,1,1.0,200
pericyte.,20,train_mean,0.2589820623397827,0.1972689181566238,conch,human,ovary,HOCD032,1,1.0,200
plasma cell.,236,image,0.3566788733005523,0.1417402476072311,conch,human,ovary,HOCD032,1,1.0,200
plasma cell.,236,train_mean,0.453881561756134,0.1728580892086029,conch,human,ovary,HOCD032,1,1.0,200
smooth muscle cell.,625,image,0.4915905594825744,0.1059811413288116,conch,human,ovary,HOCD032,1,1.0,200
smooth muscle cell.,625,train_mean,0.4569705426692962,0.1701022088527679,conch,human,ovary,HOCD032,1,1.0,200
stromal cell of ovary.,28,image,0.3567861020565033,0.1355022639036178,conch,human,ovary,HOCD032,1,1.0,200
stromal cell of ovary.,28,train_mean,0.2917000353336334,0.2066234648227691,conch,human,ovary,HOCD032,1,1.0,200
stromal cell.,487,image,0.3807175755500793,0.1144566982984542,conch,human,ovary,HOCD032,1,1.0,200
stromal cell.,487,train_mean,0.4439234435558319,0.1731283366680145,conch,human,ovary,HOCD032,1,1.0,200
B cell.,277,image,0.3081001937389374,0.1119313016533851,conch,human,ovary,HOCD032,2,1.0,200
B cell.,277,train_mean,0.4230978786945343,0.1875805556774139,conch,human,ovary,HOCD032,2,1.0,200
"CD14-positive, CD16-negative classical monocyte.",28,image,0.2170004546642303,0.1259010732173919,conch,human,ovary,HOCD032,2,1.0,200
"CD14-positive, CD16-negative classical monocyte.",28,train_mean,0.2382610589265823,0.2087939828634262,conch,human,ovary,HOCD032,2,1.0,200
"CD8-positive, alpha-beta T cell.",150,image,0.3328615427017212,0.1208977773785591,conch,human,ovary,HOCD032,2,1.0,200
"CD8-positive, alpha-beta T cell.",150,train_mean,0.3904053270816803,0.1996981650590896,conch,human,ovary,HOCD032,2,1.0,200
T cell.,181,image,0.2939728200435638,0.1040749847888946,conch,human,ovary,HOCD032,2,1.0,200
T cell.,181,train_mean,0.3766709864139557,0.178002193570137,conch,human,ovary,HOCD032,2,1.0,200
cultured cell.,239,image,0.3248908519744873,0.1656405478715896,conch,human,ovary,HOCD032,2,1.0,200
cultured cell.,239,train_mean,0.367038756608963,0.1959221512079239,conch,human,ovary,HOCD032,2,1.0,200
dendritic cell.,176,image,0.3439888954162597,0.129856988787651,conch,human,ovary,HOCD032,2,1.0,200
dendritic cell.,176,train_mean,0.4631511569023132,0.1617537587881088,conch,human,ovary,HOCD032,2,1.0,200
endothelial cell of vascular tree.,175,image,0.2832342386245727,0.1145350560545921,conch,human,ovary,HOCD032,2,1.0,200
endothelial cell of vascular tree.,175,train_mean,0.3765410482883453,0.1823131293058395,conch,human,ovary,HOCD032,2,1.0,200
endothelial cell.,4978,image,0.3843510150909424,0.1724625527858734,conch,human,ovary,HOCD032,2,1.0,200
endothelial cell.,4978,train_mean,0.4440886080265045,0.1845084726810455,conch,human,ovary,HOCD032,2,1.0,200
epithelial cell of lower respiratory tract.,92,image,0.3749425411224365,0.1657532006502151,conch,human,ovary,HOCD032,2,1.0,200
epithelial cell of lower respiratory tract.,92,train_mean,0.3904592394828796,0.1955890953540802,conch,human,ovary,HOCD032,2,1.0,200
epithelial cell.,401,image,0.3796872198581695,0.1873906999826431,conch,human,ovary,HOCD032,2,1.0,200
epithelial cell.,401,train_mean,0.4260811507701874,0.1994201838970184,conch,human,ovary,HOCD032,2,1.0,200
erythroblast.,44,image,0.3091760873794555,0.1404638886451721,conch,human,ovary,HOCD032,2,1.0,200
erythroblast.,44,train_mean,0.3659184277057647,0.1858742386102676,conch,human,ovary,HOCD032,2,1.0,200
erythroid lineage cell.,28,image,0.3261740207672119,0.2346964180469513,conch,human,ovary,HOCD032,2,1.0,200
erythroid lineage cell.,28,train_mean,0.364983320236206,0.2366442531347274,conch,human,ovary,HOCD032,2,1.0,200
fibroblast of cardiac tissue.,247,image,0.6638182401657104,0.081426627933979,conch,human,ovary,HOCD032,2,1.0,200
fibroblast of cardiac tissue.,247,train_mean,0.2714767158031463,0.1975616812705993,conch,human,ovary,HOCD032,2,1.0,200
fibroblast.,1191,image,0.6389941573143005,0.0865598618984222,conch,human,ovary,HOCD032,2,1.0,200
fibroblast.,1191,train_mean,0.3572746813297272,0.1840583384037017,conch,human,ovary,HOCD032,2,1.0,200
goblet cell.,21,image,0.3674691915512085,0.1386027932167053,conch,human,ovary,HOCD032,2,1.0,200
goblet cell.,21,train_mean,0.4262326061725616,0.1769988536834716,conch,human,ovary,HOCD032,2,1.0,200
innate lymphoid cell.,22,image,0.3194991946220398,0.1581447422504425,conch,human,ovary,HOCD032,2,1.0,200
innate lymphoid cell.,22,train_mean,0.3555837571620941,0.1919690519571304,conch,human,ovary,HOCD032,2,1.0,200
macrophage.,1405,image,0.3515797257423401,0.1197902634739875,conch,human,ovary,HOCD032,2,1.0,200
macrophage.,1405,train_mean,0.4383691251277923,0.1634275168180465,conch,human,ovary,HOCD032,2,1.0,200
malignant cell.,164,image,0.3811658322811126,0.1597817689180374,conch,human,ovary,HOCD032,2,1.0,200
malignant cell.,164,train_mean,0.4226678311824798,0.186354398727417,conch,human,ovary,HOCD032,2,1.0,200
microglial cell.,42,image,0.3174943625926971,0.1144435256719589,conch,human,ovary,HOCD032,2,1.0,200
microglial cell.,42,train_mean,0.3682229518890381,0.1840141266584396,conch,human,ovary,HOCD032,2,1.0,200
monocyte.,22,image,0.3239539861679077,0.1607245951890945,conch,human,ovary,HOCD032,2,1.0,200
monocyte.,22,train_mean,0.3719155788421631,0.1804544031620025,conch,human,ovary,HOCD032,2,1.0,200
myeloid cell.,204,image,0.3456699252128601,0.1190707013010978,conch,human,ovary,HOCD032,2,1.0,200
myeloid cell.,204,train_mean,0.4446465075016022,0.1678237169981002,conch,human,ovary,HOCD032,2,1.0,200
native cell.,94,image,0.3106320202350616,0.1276714503765106,conch,human,ovary,HOCD032,2,1.0,200
native cell.,94,train_mean,0.3405690491199493,0.1878992170095443,conch,human,ovary,HOCD032,2,1.0,200
natural killer cell.,73,image,0.3021168708801269,0.108564093708992,conch,human,ovary,HOCD032,2,1.0,200
natural killer cell.,73,train_mean,0.343805193901062,0.1858735829591751,conch,human,ovary,HOCD032,2,1.0,200
neutrophil.,32,image,0.2808625400066376,0.1453708559274673,conch,human,ovary,HOCD032,2,1.0,200
neutrophil.,32,train_mean,0.3909664154052734,0.1788403242826461,conch,human,ovary,HOCD032,2,1.0,200
pericyte.,20,image,0.6103041768074036,0.1012481972575187,conch,human,ovary,HOCD032,2,1.0,200
pericyte.,20,train_mean,0.2589820623397827,0.1972689181566238,conch,human,ovary,HOCD032,2,1.0,200
plasma cell.,236,image,0.3502452671527862,0.1409188359975814,conch,human,ovary,HOCD032,2,1.0,200
plasma cell.,236,train_mean,0.453881561756134,0.1728580892086029,conch,human,ovary,HOCD032,2,1.0,200
smooth muscle cell.,625,image,0.4887426197528839,0.105188749730587,conch,human,ovary,HOCD032,2,1.0,200
smooth muscle cell.,625,train_mean,0.4569705426692962,0.1701022088527679,conch,human,ovary,HOCD032,2,1.0,200
stromal cell of ovary.,28,image,0.3577713668346405,0.1287552863359451,conch,human,ovary,HOCD032,2,1.0,200
stromal cell of ovary.,28,train_mean,0.2917000353336334,0.2066234648227691,conch,human,ovary,HOCD032,2,1.0,200
stromal cell.,487,image,0.37493896484375,0.1130682602524757,conch,human,ovary,HOCD032,2,1.0,200
stromal cell.,487,train_mean,0.4439234435558319,0.1731283366680145,conch,human,ovary,HOCD032,2,1.0,200
"CD4-positive, alpha-beta T cell.",23,image,0.1819189488887787,0.1072427406907081,conch,human,ovary,HOCW023,0,1.0,200
"CD4-positive, alpha-beta T cell.",23,train_mean,0.0933584868907928,0.2560898065567016,conch,human,ovary,HOCW023,0,1.0,200
"CD8-positive, alpha-beta T cell.",114,image,0.1712652891874313,0.1060894653201103,conch,human,ovary,HOCW023,0,1.0,200
"CD8-positive, alpha-beta T cell.",114,train_mean,0.1110687553882598,0.2506648600101471,conch,human,ovary,HOCW023,0,1.0,200
GABAergic neuron.,66,image,0.2109444737434387,0.158936008810997,conch,human,ovary,HOCW023,0,1.0,200
GABAergic neuron.,66,train_mean,0.2509714663028717,0.2603110671043396,conch,human,ovary,HOCW023,0,1.0,200
T cell.,131,image,0.2493498623371124,0.1045805215835571,conch,human,ovary,HOCW023,0,1.0,200
T cell.,131,train_mean,0.2074805647134781,0.2487308531999588,conch,human,ovary,HOCW023,0,1.0,200
astrocyte.,56,image,0.3601504564285278,0.1247573792934417,conch,human,ovary,HOCW023,0,1.0,200
astrocyte.,56,train_mean,0.3546071946620941,0.2581751644611358,conch,human,ovary,HOCW023,0,1.0,200
cardiac muscle cell.,23,image,0.2759918570518493,0.0922323688864708,conch,human,ovary,HOCW023,0,1.0,200
cardiac muscle cell.,23,train_mean,0.2458770722150802,0.2536992728710174,conch,human,ovary,HOCW023,0,1.0,200
cardiac muscle myoblast.,59,image,0.2401176989078521,0.08799509704113,conch,human,ovary,HOCW023,0,1.0,200
cardiac muscle myoblast.,59,train_mean,0.1783484518527984,0.2573529779911041,conch,human,ovary,HOCW023,0,1.0,200
cortical cell of adrenal gland.,32,image,0.603852391242981,0.1500652134418487,conch,human,ovary,HOCW023,0,1.0,200
cortical cell of adrenal gland.,32,train_mean,0.5261163711547852,0.2433654963970184,conch,human,ovary,HOCW023,0,1.0,200
cultured cell.,190,image,0.6416535377502441,0.2039377391338348,conch,human,ovary,HOCW023,0,1.0,200
cultured cell.,190,train_mean,0.6166895627975464,0.1970752775669098,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell of lymphatic vessel.,37,image,0.4624179005622864,0.1193127483129501,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell of lymphatic vessel.,37,train_mean,0.5147161483764648,0.248903602361679,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell of vascular tree.,673,image,0.6517239212989807,0.1439702659845352,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell of vascular tree.,673,train_mean,0.650796115398407,0.2228949517011642,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell.,2723,image,0.4564594328403473,0.1007139384746551,conch,human,ovary,HOCW023,0,1.0,200
endothelial cell.,2723,train_mean,0.3908762037754059,0.2420215308666229,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell of lower respiratory tract.,1815,image,0.6622889637947083,0.2203064411878585,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell of lower respiratory tract.,1815,train_mean,0.6351719498634338,0.1882579624652862,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell of proximal tubule.,37,image,0.5552753210067749,0.1667910069227218,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell of proximal tubule.,37,train_mean,0.5694988965988159,0.2188595533370971,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell.,113,image,0.6769329309463501,0.1856443583965301,conch,human,ovary,HOCW023,0,1.0,200
epithelial cell.,113,train_mean,0.6738678812980652,0.1836758553981781,conch,human,ovary,HOCW023,0,1.0,200
erythroblast.,52,image,0.5647459030151367,0.2073765695095062,conch,human,ovary,HOCW023,0,1.0,200
erythroblast.,52,train_mean,0.5386942028999329,0.23265041410923,conch,human,ovary,HOCW023,0,1.0,200
fibroblast of cardiac tissue.,49,image,0.3224682509899139,0.0889001116156578,conch,human,ovary,HOCW023,0,1.0,200
fibroblast of cardiac tissue.,49,train_mean,0.2514571249485016,0.2543024718761444,conch,human,ovary,HOCW023,0,1.0,200
fibroblast.,540,image,0.5451677441596985,0.1006224751472473,conch,human,ovary,HOCW023,0,1.0,200
fibroblast.,540,train_mean,0.418171614408493,0.2274413704872131,conch,human,ovary,HOCW023,0,1.0,200
glutamatergic neuron.,113,image,0.4640537202358246,0.1185676902532577,conch,human,ovary,HOCW023,0,1.0,200
glutamatergic neuron.,113,train_mean,0.5149389505386353,0.2590065896511078,conch,human,ovary,HOCW023,0,1.0,200
goblet cell.,23,image,0.5454933643341064,0.1979508101940155,conch,human,ovary,HOCW023,0,1.0,200
goblet cell.,23,train_mean,0.5462554097175598,0.2060777097940445,conch,human,ovary,HOCW023,0,1.0,200
intestinal epithelial cell.,113,image,0.6952643394470215,0.2214275300502777,conch,human,ovary,HOCW023,0,1.0,200
intestinal epithelial cell.,113,train_mean,0.6598961353302002,0.1803169995546341,conch,human,ovary,HOCW023,0,1.0,200
kidney loop of Henle thick ascending limb epithelial cell.,87,image,0.3535729348659515,0.1076452136039733,conch,human,ovary,HOCW023,0,1.0,200
kidney loop of Henle thick ascending limb epithelial cell.,87,train_mean,0.387121319770813,0.2555336654186249,conch,human,ovary,HOCW023,0,1.0,200
kidney proximal convoluted tubule epithelial cell.,34,image,0.0738469213247299,0.1131400913000106,conch,human,ovary,HOCW023,0,1.0,200
kidney proximal convoluted tubule epithelial cell.,34,train_mean,0.0882362052798271,0.2613981664180755,conch,human,ovary,HOCW023,0,1.0,200
macrophage.,877,image,0.3404051661491394,0.1028295308351516,conch,human,ovary,HOCW023,0,1.0,200
macrophage.,877,train_mean,0.2821794748306274,0.2378760874271392,conch,human,ovary,HOCW023,0,1.0,200
microglial cell.,74,image,0.2086069136857986,0.1277497559785843,conch,human,ovary,HOCW023,0,1.0,200
microglial cell.,74,train_mean,0.2013524323701858,0.2506825029850006,conch,human,ovary,HOCW023,0,1.0,200
monocyte.,22,image,0.2589322924613952,0.1313030421733856,conch,human,ovary,HOCW023,0,1.0,200
monocyte.,22,train_mean,0.2040925025939941,0.2350961714982986,conch,human,ovary,HOCW023,0,1.0,200
myeloid cell.,36,image,0.3315086662769317,0.1038837060332298,conch,human,ovary,HOCW023,0,1.0,200
myeloid cell.,36,train_mean,0.3516483902931213,0.2369981706142425,conch,human,ovary,HOCW023,0,1.0,200
native cell.,430,image,0.6664148569107056,0.2151026874780655,conch,human,ovary,HOCW023,0,1.0,200
native cell.,430,train_mean,0.6188122630119324,0.1885635405778885,conch,human,ovary,HOCW023,0,1.0,200
natural killer cell.,21,image,0.1300432235002517,0.1388151943683624,conch,human,ovary,HOCW023,0,1.0,200
natural killer cell.,21,train_mean,0.1413780152797699,0.2527783513069153,conch,human,ovary,HOCW023,0,1.0,200
neutrophil.,56,image,0.2678035795688629,0.1399050056934356,conch,human,ovary,HOCW023,0,1.0,200
neutrophil.,56,train_mean,0.3490617573261261,0.2328707575798034,conch,human,ovary,HOCW023,0,1.0,200
smooth muscle cell.,851,image,0.3878009617328644,0.0967404618859291,conch,human,ovary,HOCW023,0,1.0,200
smooth muscle cell.,851,train_mean,0.2884102463722229,0.2453597784042358,conch,human,ovary,HOCW023,0,1.0,200
stromal cell.,2327,image,0.6341190338134766,0.0989327803254127,conch,human,ovary,HOCW023,0,1.0,200
stromal cell.,2327,train_mean,0.4941109120845794,0.2383796423673629,conch,human,ovary,HOCW023,0,1.0,200
"CD4-positive, alpha-beta T cell.",23,image,0.1950186342000961,0.1034347712993621,conch,human,ovary,HOCW023,1,1.0,200
"CD4-positive, alpha-beta T cell.",23,train_mean,0.0933584868907928,0.2560898065567016,conch,human,ovary,HOCW023,1,1.0,200
"CD8-positive, alpha-beta T cell.",114,image,0.1804831624031067,0.1004366651177406,conch,human,ovary,HOCW023,1,1.0,200
"CD8-positive, alpha-beta T cell.",114,train_mean,0.1110687553882598,0.2506648600101471,conch,human,ovary,HOCW023,1,1.0,200
GABAergic neuron.,66,image,0.2069202214479446,0.1555129140615463,conch,human,ovary,HOCW023,1,1.0,200
GABAergic neuron.,66,train_mean,0.2509714663028717,0.2603110671043396,conch,human,ovary,HOCW023,1,1.0,200
T cell.,131,image,0.2562172710895538,0.097933329641819,conch,human,ovary,HOCW023,1,1.0,200
T cell.,131,train_mean,0.2074805647134781,0.2487308531999588,conch,human,ovary,HOCW023,1,1.0,200
astrocyte.,56,image,0.3596948385238647,0.1165987774729728,conch,human,ovary,HOCW023,1,1.0,200
astrocyte.,56,train_mean,0.3546071946620941,0.2581751644611358,conch,human,ovary,HOCW023,1,1.0,200
cardiac muscle cell.,23,image,0.2750519216060638,0.0858150869607925,conch,human,ovary,HOCW023,1,1.0,200
cardiac muscle cell.,23,train_mean,0.2458770722150802,0.2536992728710174,conch,human,ovary,HOCW023,1,1.0,200
cardiac muscle myoblast.,59,image,0.2382145971059799,0.0798202604055404,conch,human,ovary,HOCW023,1,1.0,200
cardiac muscle myoblast.,59,train_mean,0.1783484518527984,0.2573529779911041,conch,human,ovary,HOCW023,1,1.0,200
cortical cell of adrenal gland.,32,image,0.6018688082695007,0.136648952960968,conch,human,ovary,HOCW023,1,1.0,200
cortical cell of adrenal gland.,32,train_mean,0.5261163711547852,0.2433654963970184,conch,human,ovary,HOCW023,1,1.0,200
cultured cell.,190,image,0.6408283114433289,0.1942064017057418,conch,human,ovary,HOCW023,1,1.0,200
